"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"1906","S5R036_M7030308","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Busess by make | Vehicles (2000 - 2017) (Was renewed: 2019-06-11)","Autobusø gamintojas | Priemonës (2000 - 2017) (Atnaujinta: 2019-06-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030308(1.0)",FALSE,FALSE,NA,NA,"M7030308"
"1907","S5R036_M7030309","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Lorries by make | Vehicles (2000 - 2017) (Was renewed: 2018-06-21)","Krovininø automobiliø gamintojas | Priemonës (2000 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030309(1.0)",FALSE,FALSE,NA,NA,"M7030309"
"1908","S5R036_M7030310","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Road tractors by make | Vehicles (2000 - 2017) (Was renewed: 2018-06-21)","Priemonës | Puspriekabiø vilkikø gamintojas (2000 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030310(1.0)",FALSE,FALSE,NA,NA,"M7030310"
"1909","S5R036_M7030336","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Age | Type of transport (2011 - 2016) (Was renewed: 2018-08-21)","Amþius | Transporto rûðis (2011 - 2016) (Atnaujinta: 2018-08-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030336(1.0)",FALSE,FALSE,NA,NA,"M7030336"
"1910","S5R036_M7030304_1","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Type of transport | Unidenified territory | Vehicles (2010 - 2017) (Was renewed: 2018-06-21)","Nenustatyta teritorija | Priemonës | Transporto rûðis (2010 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030304_1(1.0)",FALSE,FALSE,NA,NA,"M7030304_1"
"1911","S5R036_M7030307_1","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Passenger cars by make | Unidenified territory (2005 - 2017) (Was renewed: 2018-08-28)","Lengvøjø automobiliø gamintojas | Nenustatyta teritorija (2005 - 2017) (Atnaujinta: 2018-08-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030307_1(1.0)",FALSE,FALSE,NA,NA,"M7030307_1"
"1912","S5R036_M7030303_1","LSD","S5R036 - Number of road vehicles at the end of the year","S5R036 - Keliø transporto priemoniø skaièius metø pabaigoje","Fuel | Type of transport (2008 - 2017) (Was renewed: 2018-06-21)","Degalai | Transporto rûðis (2008 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R036_M7030303_1(1.0)",FALSE,FALSE,NA,NA,"M7030303_1"
"1913","S5R038_M7070106","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Overload type | Type of traffic (2004M01 - 2019M04) (Was renewed: 2019-05-22)","Perkrovimo tipas | Veþimo rûðis (2004M01 - 2019M04) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070106(1.0)",FALSE,FALSE,NA,NA,"M7070106"
"1914","S5R038_M7070107_2","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Airports (2006M01 - 2019M04) (Was renewed: 2019-05-22)","Oro uostas (2006M01 - 2019M04) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070107_2(1.0)",FALSE,FALSE,NA,NA,"M7070107_2"
"1915","S5R038_M7070205","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Overload type | Type of traffic (2000K1 - 2019K1) (Was renewed: 2019-05-22)","Perkrovimo tipas | Veþimo rûðis (2000K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070205(1.0)",FALSE,FALSE,NA,NA,"M7070205"
"1916","S5R038_M7070306","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Overload type | Type of traffic (2000 - 2018) (Was renewed: 2019-05-22)","Perkrovimo tipas | Veþimo rûðis (2000 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070306(1.0)",FALSE,FALSE,NA,NA,"M7070306"
"1917","S5R038_M7070308","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Country | Type of traffic (2000 - 2017) (Was renewed: 2018-07-11)","Valstybë | Veþimo rûðis (2000 - 2017) (Atnaujinta: 2018-07-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070308(1.0)",FALSE,FALSE,NA,NA,"M7070308"
"1918","S5R038_M7070309_1","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Airports (2006 - 2017) (Was renewed: 2018-07-11)","Oro uostas (2006 - 2017) (Atnaujinta: 2018-07-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070309_1(1.0)",FALSE,FALSE,NA,NA,"M7070309_1"
"1919","S5R038_M7070208_2","LSD","S5R038 - Goods and mail at airports","S5R038 - Kroviniø ir paðto perkrovimas oro uostuose","Airports (2006K1 - 2019K1) (Was renewed: 2019-05-22)","Oro uostas (2006K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R038_M7070208_2(1.0)",FALSE,FALSE,NA,NA,"M7070208_2"
"1920","S5R039_M7050103","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Seaport (2004M01 - 2019M04) (Was renewed: 2019-05-22)","Uostas (2004M01 - 2019M04) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050103(1.0)",FALSE,FALSE,NA,NA,"M7050103"
"1921","S5R039_M7050310","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Seaport (2004 - 2017) (Was renewed: 2018-07-11)","Uostas (2004 - 2017) (Atnaujinta: 2018-07-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050310(1.0)",FALSE,FALSE,NA,NA,"M7050310"
"1922","S5R039_M7050101","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Overload type (1993M01 - 2019M04) (Was renewed: 2019-05-22)","Perkrovimo tipas (1993M01 - 2019M04) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050101(1.0)",FALSE,FALSE,NA,NA,"M7050101"
"1923","S5R039_M7050203","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Group of goods | Overload type (2000K1 - 2019K1) (Was renewed: 2019-05-22)","Kroviniø grupë | Perkrovimo tipas (2000K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050203(1.0)",FALSE,FALSE,NA,NA,"M7050203"
"1924","S5R039_M7050304","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Group of goods | Overload type (1990 - 2018) (Was renewed: 2019-01-22)","Kroviniø grupë | Perkrovimo tipas (1990 - 2018) (Atnaujinta: 2019-01-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050304(1.0)",FALSE,FALSE,NA,NA,"M7050304"
"1925","S5R039_M7050305","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Country | Overload type (2000 - 2017) (Was renewed: 2018-07-11)","Perkrovimo tipas | Valstybë (2000 - 2017) (Atnaujinta: 2018-07-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050305(1.0)",FALSE,FALSE,NA,NA,"M7050305"
"1926","S5R039_M7050313","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Overload type | Standard goods classification for transport statistics (NST 2007)  (2008 - 2017) (Was renewed: 2018-07-11)","Perkrovimo tipas | Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) (2008 - 2017) (Atnaujinta: 2018-07-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050313(1.0)",FALSE,FALSE,NA,NA,"M7050313"
"1927","S5R039_M7050208","LSD","S5R039 - Goods in seaports","S5R039 - Kroviniø perkrovimas jûrø uostuose","Seaport (2004K1 - 2019K1) (Was renewed: 2019-05-22)","Uostas (2004K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R039_M7050208(1.0)",FALSE,FALSE,NA,NA,"M7050208"
"1928","S5R040_M7030202","LSD","S5R040 - Vehicle-kilometres of goods vehicles","S5R040 - Krovininiø automobiliø rida","Loading (loaded, unloaded) | Type of carriage (2003K1 - 2018K4) (Was renewed: 2019-03-20)","Pakrovimas (su kroviniu, be krovinio) | Veþimo rûðis (2003K1 - 2018K4) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R040_M7030202(1.0)",FALSE,FALSE,NA,NA,"M7030202"
"1929","S5R040_M7030312","LSD","S5R040 - Vehicle-kilometres of goods vehicles","S5R040 - Krovininiø automobiliø rida","Loading (loaded, unloaded) | Payoff (1995 - 2018) (Was renewed: 2019-03-20)","Atsiskaitymo bûdas | Pakrovimas (su kroviniu, be krovinio) (1995 - 2018) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R040_M7030312(1.0)",FALSE,FALSE,NA,NA,"M7030312"
"1930","S5R040_M7030337_3","LSD","S5R040 - Vehicle-kilometres of goods vehicles","S5R040 - Krovininiø automobiliø rida","County of loading | Country of unloading (2011 - 2018) (Was renewed: 2019-05-22)","Iðkrovimo ðalis | Pakrovimo apskritis (2011 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R040_M7030337_3(1.0)",FALSE,FALSE,NA,NA,"M7030337_3"
"1931","S5R040_M7030338_3","LSD","S5R040 - Vehicle-kilometres of goods vehicles","S5R040 - Krovininiø automobiliø rida","County of unloading | Country of loading (2011 - 2018) (Was renewed: 2019-05-22)","Iðkrovimo apskritis | Pakrovimo ðalis (2011 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R040_M7030338_3(1.0)",FALSE,FALSE,NA,NA,"M7030338_3"
"1932","S5R040_M7030341","LSD","S5R040 - Vehicle-kilometres of goods vehicles","S5R040 - Krovininiø automobiliø rida","Loading (loaded, unloaded) | Payoff | Type of carriage | Type of goods road vehicles (2008 - 2018) (Was renewed: 2019-05-08)","Atsiskaitymo bûdas | Krovininës transporto priemonës tipas | Pakrovimas (su kroviniu, be krovinio) | Veþimo rûðis (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R040_M7030341(1.0)",FALSE,FALSE,NA,NA,"M7030341"
"1933","S5R041_M7020101_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Type of traffic (2004M01 - 2019M04) (Was renewed: 2019-05-22)","Veþimo rûðis (2004M01 - 2019M04) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020101_2(1.0)",FALSE,FALSE,NA,NA,"M7020101_2"
"1934","S5R041_M7020201_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Type of traffic (1996K1 - 2019K1) (Was renewed: 2019-04-19)","Veþimo rûðis (1996K1 - 2019K1) (Atnaujinta: 2019-04-19)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020201_2(1.0)",FALSE,FALSE,NA,NA,"M7020201_2"
"1935","S5R041_M7020203_1","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Dangerous goods classification | Type of traffic (2005K1 - 2019K1) (Was renewed: 2019-05-22)","Pavojingø kroviniø klasifikacija | Veþimo rûðis (2005K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020203_1(1.0)",FALSE,FALSE,NA,NA,"M7020203_1"
"1936","S5R041_M7020205_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Standard goods classification for transport statistics (NST 2007)  | Type of traffic (2008K1 - 2019K1) (Was renewed: 2019-05-22)","Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) | Veþimo rûðis (2008K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020205_2(1.0)",FALSE,FALSE,NA,NA,"M7020205_2"
"1937","S5R041_M7020206_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Country of unloading (2005K1 - 2019K1) (Was renewed: 2019-05-22)","Iðkrovimo ðalis (2005K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020206_2(1.0)",FALSE,FALSE,NA,NA,"M7020206_2"
"1938","S5R041_M7020207_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Country of loading (2005K1 - 2019K1) (Was renewed: 2019-05-22)","Pakrovimo ðalis (2005K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020207_2(1.0)",FALSE,FALSE,NA,NA,"M7020207_2"
"1939","S5R041_M7020304_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Type of traffic (1990 - 2018) (Was renewed: 2019-01-22)","Veþimo rûðis (1990 - 2018) (Atnaujinta: 2019-01-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020304_2(1.0)",FALSE,FALSE,NA,NA,"M7020304_2"
"1940","S5R041_M7020305_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Standard Goods Classification for Transport Statistics (NST/R) | Type of traffic (2005 - 2007) (Not be renewed)","Standartinë transporto statistikos kroviniø nomenklatûra (NST/R) | Veþimo rûðis (2005 - 2007) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020305_2(1.0)",FALSE,FALSE,NA,NA,"M7020305_2"
"1941","S5R041_M7020306_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Dangerous goods classification | Type of traffic (2005 - 2017) (Was renewed: 2018-06-21)","Pavojingø kroviniø klasifikacija | Veþimo rûðis (2005 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020306_2(1.0)",FALSE,FALSE,NA,NA,"M7020306_2"
"1942","S5R041_M7020308_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Country of unloading (2004 - 2017) (Was renewed: 2018-06-21)","Iðkrovimo ðalis (2004 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020308_2(1.0)",FALSE,FALSE,NA,NA,"M7020308_2"
"1943","S5R041_M7020309_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Country of loading (2004 - 2017) (Was renewed: 2018-06-21)","Pakrovimo ðalis (2004 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020309_2(1.0)",FALSE,FALSE,NA,NA,"M7020309_2"
"1944","S5R041_M7020314_2","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Standard goods classification for transport statistics (NST 2007)  | Type of traffic (2008 - 2017) (Was renewed: 2018-06-21)","Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) | Veþimo rûðis (2008 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020314_2(1.0)",FALSE,FALSE,NA,NA,"M7020314_2"
"1945","S5R041_M7020317_1","LSD","S5R041 - Tonne-kilometres by rail","S5R041 - Kroviniø apyvarta geleþinkeliø transportu","Transit by loading countries | Transit by unloading countries (2011 - 2017) (Was renewed: 2018-06-21)","Tranzitas pagal iðkrovimo ðalis | Tranzitas pagal pakrovimo ðalis (2011 - 2017) (Atnaujinta: 2018-06-21)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R041_M7020317_1(1.0)",FALSE,FALSE,NA,NA,"M7020317_1"
"1946","S5R043_M7030201_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Payoff | Type of carriage (1999K1 - 2018K4) (Was renewed: 2019-03-20)","Atsiskaitymo bûdas | Veþimo rûðis (1999K1 - 2018K4) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030201_2(1.0)",FALSE,FALSE,NA,NA,"M7030201_2"
"1947","S5R043_M7030204_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Standard goods classification for transport statistics (NST 2007)  | Type of carriage (2008K1 - 2018K4) (Was renewed: 2019-05-08)","Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) | Veþimo rûðis (2008K1 - 2018K4) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030204_2(1.0)",FALSE,FALSE,NA,NA,"M7030204_2"
"1948","S5R043_M7030205_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Country of unloading (2002K1 - 2018K4) (Was renewed: 2019-03-28)","Iðkrovimo ðalis (2002K1 - 2018K4) (Atnaujinta: 2019-03-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030205_2(1.0)",FALSE,FALSE,NA,NA,"M7030205_2"
"1949","S5R043_M7030206_1","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Country of loading (2002K1 - 2018K4) (Was renewed: 2019-03-28)","Pakrovimo ðalis (2002K1 - 2018K4) (Atnaujinta: 2019-03-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030206_1(1.0)",FALSE,FALSE,NA,NA,"M7030206_1"
"1950","S5R043_M7030207_1","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Economic activity (NACE Rev. 2) | Type of carriage (2000K1 - 2018K4) (Was renewed: 2019-03-20)","Ekonominës veiklos rûðis | Veþimo rûðis (2000K1 - 2018K4) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030207_1(1.0)",FALSE,FALSE,NA,NA,"M7030207_1"
"1951","S5R043_M7030210_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Dangerous goods classification (2012K1 - 2018K4) (Was renewed: 2019-03-20)","Pavojingø kroviniø klasifikacija (2012K1 - 2018K4) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030210_2(1.0)",FALSE,FALSE,NA,NA,"M7030210_2"
"1952","S5R043_M7030311_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Payoff | Type of carriage (1995 - 2018) (Was renewed: 2019-03-20)","Atsiskaitymo bûdas | Veþimo rûðis (1995 - 2018) (Atnaujinta: 2019-03-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030311_2(1.0)",FALSE,FALSE,NA,NA,"M7030311_2"
"1953","S5R043_M7030314_1","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Dangerous goods classification | Type of carriage (2003 - 2018) (Was renewed: 2019-05-08)","Pavojingø kroviniø klasifikacija | Veþimo rûðis (2003 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030314_1(1.0)",FALSE,FALSE,NA,NA,"M7030314_1"
"1954","S5R043_M7030315_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Country of unloading (2000 - 2018) (Was renewed: 2019-05-08)","Iðkrovimo ðalis (2000 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030315_2(1.0)",FALSE,FALSE,NA,NA,"M7030315_2"
"1955","S5R043_M7030316_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Country of loading (2000 - 2018) (Was renewed: 2019-05-08)","Pakrovimo ðalis (2000 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030316_2(1.0)",FALSE,FALSE,NA,NA,"M7030316_2"
"1956","S5R043_M7030326_1","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Standard goods classification for transport statistics (NST 2007)  | Type of carriage (2008 - 2018) (Was renewed: 2019-05-08)","Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) | Veþimo rûðis (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030326_1(1.0)",FALSE,FALSE,NA,NA,"M7030326_1"
"1957","S5R043_M7030333_1","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Length of carriage | Standard goods classification for transport statistics (NST 2007)  (2008 - 2018) (Was renewed: 2019-05-08)","Atstumas | Standartinis transporto statistikos kroviniø klasifikatorius (NST 2007) (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030333_1(1.0)",FALSE,FALSE,NA,NA,"M7030333_1"
"1958","S5R043_M7030337_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","County of loading | Country of unloading (2011 - 2018) (Was renewed: 2019-05-22)","Iðkrovimo ðalis | Pakrovimo apskritis (2011 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030337_2(1.0)",FALSE,FALSE,NA,NA,"M7030337_2"
"1959","S5R043_M7030338_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","County of unloading | Country of loading (2011 - 2018) (Was renewed: 2019-05-22)","Iðkrovimo apskritis | Pakrovimo ðalis (2011 - 2018) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030338_2(1.0)",FALSE,FALSE,NA,NA,"M7030338_2"
"1960","S5R043_M7030339_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Load capacity | Type of carriage (2008 - 2018) (Was renewed: 2019-05-08)","Keliamoji galia | Veþimo rûðis (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030339_2(1.0)",FALSE,FALSE,NA,NA,"M7030339_2"
"1961","S5R043_M7030340_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Body type | Type of carriage (2008 - 2018) (Was renewed: 2019-05-08)","Këbulo konstrukcija | Veþimo rûðis (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030340_2(1.0)",FALSE,FALSE,NA,NA,"M7030340_2"
"1962","S5R043_M7030342_2","LSD","S5R043 - Tonne-kilometres by road","S5R043 - Kroviniø apyvarta keliø transportu","Economic activity (NACE Rev. 2) | Type of carriage (2008 - 2018) (Was renewed: 2019-05-08)","Ekonominës veiklos rûðis | Veþimo rûðis (2008 - 2018) (Atnaujinta: 2019-05-08)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R043_M7030342_2(1.0)",FALSE,FALSE,NA,NA,"M7030342_2"
"1963","S5R044_M7060101_1","LSD","S5R044 - Tonne-kilometres by inland waterways","S5R044 - Kroviniø apyvarta vidaus vandenø transportu","Total (2004M01 - 2011M12) (Not be renewed)","Suminis (2004M01 - 2011M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R044_M7060101_1(1.0)",FALSE,FALSE,NA,NA,"M7060101_1"
"1964","S5R044_M7060201_1","LSD","S5R044 - Tonne-kilometres by inland waterways","S5R044 - Kroviniø apyvarta vidaus vandenø transportu","Total (1996K1 - 2019K1) (Was renewed: 2019-05-22)","Suminis (1996K1 - 2019K1) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S5R044_M7060201_1(1.0)",FALSE,FALSE,NA,NA,"M7060201_1"
